FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,Dest,CRSDepTime,DepTime,CRSArrTime,ArrTime,Cancelled,CancellationCode,DepDelay,ArrDelay,CRSElapsedTime
2024-01-10,WN,N705WN,1050,MDW,ATL,0630,0709,0815,0854,0,,39,39,105
2024-01-10,WN,N705WN,1051,ATL,MDW,0845,0922,1030,1107,0,,37,37,105
2024-01-10,WN,N705WN,1052,MDW,ATL,1100,1110,1245,1255,0,,10,10,105
2024-01-10,WN,N705WN,1053,ATL,MDW,1315,1341,1500,1526,0,,26,26,105
2024-01-10,WN,N705WN,1054,MDW,ATL,1530,1539,1715,1724,0,,9,9,105
2024-01-10,WN,N705WN,1055,ATL,MDW,1745,1811,1930,1956,0,,26,26,105
2024-01-10,WN,N706WN,1060,MDW,DEN,0630,0718,0850,0938,0,,48,48,140
2024-01-10,WN,N706WN,1061,DEN,MDW,0920,0920,1140,1140,0,,0,0,140
2024-01-10,WN,N706WN,1062,MDW,DAL,1210,1210,1400,1400,0,,0,0,110
2024-01-10,WN,N706WN,1063,DAL,MDW,1430,1456,1620,1646,0,,26,26,110
2024-01-10,WN,N706WN,1064,MDW,BNA,1650,1650,1810,1810,0,,0,0,80
2024-01-10,WN,N706WN,1065,BNA,MDW,1840,1917,2000,2037,0,,37,37,80
2024-01-10,WN,N707WN,1070,MDW,PHX,0630,0630,0945,0945,0,,0,0,195
2024-01-10,WN,N707WN,1071,PHX,MDW,1015,1034,1330,1349,0,,19,19,195
2024-01-10,WN,N707WN,1072,MDW,ATL,1400,1400,1545,1545,0,,0,0,105
2024-01-10,WN,N707WN,1073,ATL,MDW,1615,1643,1800,1828,0,,28,28,105
2024-01-10,WN,N707WN,1074,MDW,STL,1830,1830,1935,1935,0,,0,0,65
2024-01-10,WN,N707WN,1075,STL,MDW,2005,2006,2110,2111,0,,1,1,65
2024-01-10,WN,N708WN,1080,MDW,BNA,0715,0715,0835,0835,0,,0,0,80
2024-01-10,WN,N708WN,1081,BNA,MDW,0905,0945,1025,1105,0,,40,40,80
2024-01-10,WN,N708WN,1082,MDW,DAL,1055,1100,1245,1250,0,,5,5,110
2024-01-10,WN,N708WN,1083,DAL,MDW,1315,1322,1505,1512,0,,7,7,110
2024-01-10,WN,N708WN,1084,MDW,LAS,1535,1535,1900,1900,0,,0,0,205
2024-01-10,WN,N708WN,1085,LAS,MDW,1930,1935,2255,2300,0,,5,5,205
2024-01-10,WN,N709WN,1090,MDW,DAL,0600,0600,0750,0750,0,,0,0,110
2024-01-10,WN,N709WN,1091,DAL,MDW,0820,0820,1010,1010,0,,0,0,110
2024-01-10,WN,N709WN,1092,MDW,ATL,1040,1054,1225,1239,0,,14,14,105
2024-01-10,WN,N709WN,1093,ATL,MDW,1255,1329,1440,1514,0,,34,34,105
2024-01-10,WN,N709WN,1094,MDW,DEN,1510,1531,1730,1751,0,,21,21,140
2024-01-10,WN,N709WN,1095,DEN,MDW,1800,1800,2020,2020,0,,0,0,140
2024-01-10,WN,N710WN,1100,MDW,PHX,0615,0622,0930,0937,0,,7,7,195
2024-01-10,WN,N710WN,1101,PHX,MDW,1000,1002,1315,1317,0,,2,2,195
2024-01-10,WN,N710WN,1102,MDW,LAS,1345,1356,1710,1721,0,,11,11,205
2024-01-10,WN,N710WN,1103,LAS,MDW,1740,1740,2105,2105,0,,0,0,205
2024-01-10,WN,N710WN,1104,MDW,ATL,2135,2135,2320,2320,0,,0,0,105
2024-01-10,WN,N710WN,1105,ATL,MDW,2350,0027,0135,0212,0,,37,37,105
2024-01-10,WN,N711WN,1110,MDW,MCI,0530,0537,0655,0702,0,,7,7,85
2024-01-10,WN,N711WN,1111,MCI,MDW,0725,0725,0850,0850,0,,0,0,85
2024-01-10,WN,N711WN,1112,MDW,DEN,0920,0944,1140,1204,0,,24,24,140
2024-01-10,WN,N711WN,1113,DEN,MDW,1210,1212,1430,1432,0,,2,2,140
2024-01-10,WN,N711WN,1114,MDW,BNA,1500,1525,1620,1645,0,,25,25,80
2024-01-10,WN,N711WN,1115,BNA,MDW,1650,1708,1810,1828,0,,18,18,80
2024-01-10,WN,N712WN,1120,MDW,ATL,0545,0549,0730,0734,0,,4,4,105
2024-01-10,WN,N712WN,1121,ATL,MDW,0800,0800,0945,0945,0,,0,0,105
2024-01-10,WN,N712WN,1122,MDW,DAL,1015,1015,1205,1205,0,,0,0,110
2024-01-10,WN,N712WN,1123,DAL,MDW,1235,1235,1425,1425,0,,0,0,110
2024-01-10,WN,N712WN,1124,MDW,PHX,1455,1525,1810,1840,0,,30,30,195
2024-01-10,WN,N712WN,1125,PHX,MDW,1840,1840,2155,2155,0,,0,0,195
2024-01-10,WN,N713WN,1130,MDW,DAL,0645,0645,0835,0835,0,,0,0,110
2024-01-10,WN,N713WN,1131,DAL,MDW,0905,0953,1055,1143,0,,48,48,110
2024-01-10,WN,N713WN,1132,MDW,LAS,1125,1129,1450,1454,0,,4,4,205
2024-01-10,WN,N713WN,1133,LAS,MDW,1520,1601,1845,1926,0,,41,41,205
2024-01-10,WN,N713WN,1134,MDW,MCI,1915,1943,2040,2108,0,,28,28,85
2024-01-10,WN,N713WN,1135,MCI,MDW,2110,2110,2235,2235,0,,0,0,85
2024-01-10,WN,N714WN,1140,MDW,STL,0630,0630,0735,0735,0,,0,0,65
2024-01-10,WN,N714WN,1141,STL,MDW,0805,0807,0910,0912,0,,2,2,65
2024-01-10,WN,N714WN,1142,MDW,DAL,0940,0949,1130,1139,0,,9,9,110
2024-01-10,WN,N714WN,1143,DAL,MDW,1200,1212,1350,1402,0,,12,12,110
2024-01-10,WN,N714WN,1144,MDW,DEN,1420,1420,1640,1640,0,,0,0,140
2024-01-10,WN,N714WN,1145,DEN,MDW,1710,1714,1930,1934,0,,4,4,140
2024-01-10,WN,N715WN,1150,MDW,BNA,0630,0656,0750,0816,0,,26,26,80
2024-01-10,WN,N715WN,1151,BNA,MDW,0820,0820,0940,0940,0,,0,0,80
2024-01-10,WN,N715WN,1152,MDW,DEN,1010,1010,1230,1230,0,,0,0,140
2024-01-10,WN,N715WN,1153,DEN,MDW,1300,1340,1520,1600,0,,40,40,140
2024-01-10,WN,N715WN,1154,MDW,LAS,1550,1553,1915,1918,0,,3,3,205
2024-01-10,WN,N715WN,1155,LAS,MDW,1945,1945,2310,2310,0,,0,0,205
2024-01-10,WN,N716WN,1160,MDW,BNA,0630,0646,0750,0806,0,,16,16,80
2024-01-10,WN,N716WN,1161,BNA,MDW,0820,0820,0940,0940,0,,0,0,80
2024-01-10,WN,N716WN,1162,MDW,PHX,1010,1110,1325,1425,0,,60,60,195
2024-01-10,WN,N716WN,1163,PHX,MDW,1355,1437,1710,1752,0,,42,42,195
2024-01-10,WN,N716WN,1164,MDW,DAL,1740,1740,1930,1930,0,,0,0,110
2024-01-10,WN,N716WN,1165,DAL,MDW,2000,2023,2150,2213,0,,23,23,110
2024-01-10,WN,N717WN,1170,MDW,STL,0645,0729,0750,0834,0,,44,44,65
2024-01-10,WN,N717WN,1171,STL,MDW,0820,0820,0925,0925,0,,0,0,65
2024-01-10,WN,N717WN,1172,MDW,DAL,0955,1016,1145,1206,0,,21,21,110
2024-01-10,WN,N717WN,1173,DAL,MDW,1215,1239,1405,1429,0,,24,24,110
2024-01-10,WN,N717WN,1174,MDW,ATL,1435,1515,1620,1700,0,,40,40,105
2024-01-10,WN,N717WN,1175,ATL,MDW,1650,1650,1835,1835,0,,0,0,105
2024-01-10,WN,N718WN,1180,MDW,PHX,0615,0615,0930,0930,0,,0,0,195
2024-01-10,WN,N718WN,1181,PHX,MDW,1000,1000,1315,1315,0,,0,0,195
2024-01-10,WN,N718WN,1182,MDW,PHX,1345,1347,1700,1702,0,,2,2,195
2024-01-10,WN,N718WN,1183,PHX,MDW,1730,1740,2045,2055,0,,10,10,195
2024-01-10,WN,N718WN,1184,MDW,MCI,2115,2115,2240,2240,0,,0,0,85
2024-01-10,WN,N718WN,1185,MCI,MDW,2310,2338,0035,0103,0,,28,28,85
2024-01-10,WN,N719WN,1190,MDW,MCI,0600,0618,0725,0743,0,,18,18,85
2024-01-10,WN,N719WN,1191,MCI,MDW,0755,0755,0920,0920,0,,0,0,85
2024-01-10,WN,N719WN,1192,MDW,ATL,0950,,1135,,1,C,,,105
2024-01-10,WN,N719WN,1193,ATL,MDW,1205,1206,1350,1351,0,,1,1,105
2024-01-10,WN,N719WN,1194,MDW,DEN,1420,1420,1640,1640,0,,0,0,140
2024-01-10,WN,N719WN,1195,DEN,MDW,1710,1714,1930,1934,0,,4,4,140
2024-01-10,WN,N720WN,1200,MDW,LAS,0715,0721,1040,1046,0,,6,6,205
2024-01-10,WN,N720WN,1201,LAS,MDW,1110,1149,1435,1514,0,,39,39,205
2024-01-10,WN,N720WN,1202,MDW,LAS,1505,,1830,,1,A,,,205
2024-01-10,WN,N720WN,1203,LAS,MDW,1900,1925,2225,2250,0,,25,25,205
2024-01-10,WN,N720WN,1204,MDW,DAL,2255,2256,0045,0046,0,,1,1,110
2024-01-10,WN,N720WN,1205,DAL,MDW,0115,0116,0305,0306,0,,1,1,110
2024-01-10,WN,N721WN,1210,MDW,ATL,0615,0632,0800,0817,0,,17,17,105
2024-01-10,WN,N721WN,1211,ATL,MDW,0830,0929,1015,1114,0,,59,59,105
2024-01-10,WN,N721WN,1212,MDW,ATL,1045,1045,1230,1230,0,,0,0,105
2024-01-10,WN,N721WN,1213,ATL,MDW,1300,1317,1445,1502,0,,17,17,105
2024-01-10,WN,N721WN,1214,MDW,PHX,1515,1536,1830,1851,0,,21,21,195
2024-01-10,WN,N721WN,1215,PHX,MDW,1900,1923,2215,2238,0,,23,23,195
2024-01-11,WN,N700WN,1000,MDW,LAS,0545,0630,0910,0955,0,,45,45,205
2024-01-11,WN,N700WN,1001,LAS,MDW,0940,1012,1305,1337,0,,32,32,205
2024-01-11,WN,N700WN,1002,MDW,PHX,1335,1410,1650,1725,0,,35,35,195
2024-01-11,WN,N700WN,1003,PHX,MDW,1720,1733,2035,2048,0,,13,13,195
2024-01-11,WN,N700WN,1004,MDW,ATL,2105,2131,2250,2316,0,,26,26,105
2024-01-11,WN,N700WN,1005,ATL,MDW,2320,2355,0105,0140,0,,35,35,105
2024-01-11,WN,N701WN,1010,MDW,BNA,0615,0615,0735,0735,0,,0,0,80
2024-01-11,WN,N701WN,1011,BNA,MDW,0805,0805,0925,0925,0,,0,0,80
2024-01-11,WN,N701WN,1012,MDW,PHX,0955,1031,1310,1346,0,,36,36,195
2024-01-11,WN,N701WN,1013,PHX,MDW,1340,1408,1655,1723,0,,28,28,195
2024-01-11,WN,N701WN,1014,MDW,DAL,1725,1725,1915,1915,0,,0,0,110
2024-01-11,WN,N701WN,1015,DAL,MDW,1945,1948,2135,2138,0,,3,3,110
2024-01-11,WN,N702WN,1020,MDW,MCI,0615,0626,0740,0751,0,,11,11,85
2024-01-11,WN,N702WN,1021,MCI,MDW,0810,0819,0935,0944,0,,9,9,85
2024-01-11,WN,N702WN,1022,MDW,LAS,1005,1027,1330,1352,0,,22,22,205
2024-01-11,WN,N702WN,1023,LAS,MDW,1400,1400,1725,1725,0,,0,0,205
2024-01-11,WN,N702WN,1024,MDW,LAS,1755,1819,2120,2144,0,,24,24,205
2024-01-11,WN,N702WN,1025,LAS,MDW,2150,2158,0115,0123,0,,8,8,205
2024-01-11,WN,N703WN,1030,MDW,BNA,0645,0645,0805,0805,0,,0,0,80
2024-01-11,WN,N703WN,1031,BNA,MDW,0835,0841,0955,1001,0,,6,6,80
2024-01-11,WN,N703WN,1032,MDW,PHX,1025,1025,1340,1340,0,,0,0,195
2024-01-11,WN,N703WN,1033,PHX,MDW,1410,1410,1725,1725,0,,0,0,195
2024-01-11,WN,N703WN,1034,MDW,DEN,1755,1808,2015,2028,0,,13,13,140
2024-01-11,WN,N703WN,1035,DEN,MDW,2045,2105,2305,2325,0,,20,20,140
2024-01-11,WN,N704WN,1040,MDW,DEN,0615,0615,0835,0835,0,,0,0,140
2024-01-11,WN,N704WN,1041,DEN,MDW,0905,0939,1125,1159,0,,34,34,140
2024-01-11,WN,N704WN,1042,MDW,LAS,1155,1155,1520,1520,0,,0,0,205
2024-01-11,WN,N704WN,1043,LAS,MDW,1550,1553,1915,1918,0,,3,3,205
2024-01-11,WN,N704WN,1044,MDW,DEN,1945,2012,2205,2232,0,,27,27,140
2024-01-11,WN,N704WN,1045,DEN,MDW,2235,2235,0055,0055,0,,0,0,140
2024-01-11,WN,N705WN,1050,MDW,PHX,0700,0700,1015,1015,0,,0,0,195
2024-01-11,WN,N705WN,1051,PHX,MDW,1045,1049,1400,1404,0,,4,4,195
2024-01-11,WN,N705WN,1052,MDW,STL,1430,1505,1535,1610,0,,35,35,65
2024-01-11,WN,N705WN,1053,STL,MDW,1605,1605,1710,1710,0,,0,0,65
2024-01-11,WN,N705WN,1054,MDW,LAS,1740,1819,2105,2144,0,,39,39,205
2024-01-11,WN,N705WN,1055,LAS,MDW,2135,2141,0100,0106,0,,6,6,205
2024-01-11,WN,N706WN,1060,MDW,MCI,0615,0615,0740,0740,0,,0,0,85
2024-01-11,WN,N706WN,1061,MCI,MDW,0810,0815,0935,0940,0,,5,5,85
2024-01-11,WN,N706WN,1062,MDW,STL,1005,1005,1110,1110,0,,0,0,65
2024-01-11,WN,N706WN,1063,STL,MDW,1140,1211,1245,1316,0,,31,31,65
2024-01-11,WN,N706WN,1064,MDW,ATL,1315,1334,1500,1519,0,,19,19,105
2024-01-11,WN,N706WN,1065,ATL,MDW,1530,1530,1715,1715,0,,0,0,105
2024-01-11,WN,N707WN,1070,MDW,PHX,0600,0600,0915,0915,0,,0,0,195
2024-01-11,WN,N707WN,1071,PHX,MDW,0945,0958,1300,1313,0,,13,13,195
2024-01-11,WN,N707WN,1072,MDW,DEN,1330,1403,1550,1623,0,,33,33,140
2024-01-11,WN,N707WN,1073,DEN,MDW,1620,1628,1840,1848,0,,8,8,140
2024-01-11,WN,N707WN,1074,MDW,MCI,1910,1916,2035,2041,0,,6,6,85
2024-01-11,WN,N707WN,1075,MCI,MDW,2105,2126,2230,2251,0,,21,21,85
2024-01-11,WN,N708WN,1080,MDW,DEN,0530,0535,0750,0755,0,,5,5,140
2024-01-11,WN,N708WN,1081,DEN,MDW,0820,0832,1040,1052,0,,12,12,140
2024-01-11,WN,N708WN,1082,MDW,MCI,1110,1131,1235,1256,0,,21,21,85
2024-01-11,WN,N708WN,1083,MCI,MDW,1305,1335,1430,1500,0,,30,30,85
2024-01-11,WN,N708WN,1084,MDW,LAS,1500,1538,1825,1903,0,,38,38,205
2024-01-11,WN,N708WN,1085,LAS,MDW,1855,1908,2220,2233,0,,13,13,205
2024-01-11,WN,N709WN,1090,MDW,MCI,0530,0549,0655,0714,0,,19,19,85
2024-01-11,WN,N709WN,1091,MCI,MDW,0725,0736,0850,0901,0,,11,11,85
2024-01-11,WN,N709WN,1092,MDW,DEN,0920,0932,1140,1152,0,,12,12,140
2024-01-11,WN,N709WN,1093,DEN,MDW,1210,1241,1430,1501,0,,31,31,140
2024-01-11,WN,N709WN,1094,MDW,BNA,1500,1516,1620,1636,0,,16,16,80
2024-01-11,WN,N709WN,1095,BNA,MDW,1650,1702,1810,1822,0,,12,12,80
2024-01-11,WN,N710WN,1100,MDW,STL,0615,0615,0720,0720,0,,0,0,65
2024-01-11,WN,N710WN,1101,STL,MDW,0750,0816,0855,0921,0,,26,26,65
2024-01-11,WN,N710WN,1102,MDW,PHX,0925,0951,1240,1306,0,,26,26,195
2024-01-11,WN,N710WN,1103,PHX,MDW,1310,1332,1625,1647,0,,22,22,195
2024-01-11,WN,N710WN,1104,MDW,STL,1655,1655,1800,1800,0,,0,0,65
2024-01-11,WN,N710WN,1105,STL,MDW,1830,1830,1935,1935,0,,0,0,65
2024-01-11,WN,N711WN,1110,MDW,LAS,0645,0702,1010,1027,0,,17,17,205
2024-01-11,WN,N711WN,1111,LAS,MDW,1040,1040,1405,1405,0,,0,0,205
2024-01-11,WN,N711WN,1112,MDW,PHX,1435,1435,1750,1750,0,,0,0,195
2024-01-11,WN,N711WN,1113,PHX,MDW,1820,1845,2135,2200,0,,25,25,195
2024-01-11,WN,N711WN,1114,MDW,LAS,2205,2205,0130,0130,0,,0,0,205
2024-01-11,WN,N711WN,1115,LAS,MDW,0200,0232,0525,0557,0,,32,32,205
2024-01-11,WN,N712WN,1120,MDW,LAS,0530,0556,0855,0921,0,,26,26,205
2024-01-11,WN,N712WN,1121,LAS,MDW,0925,0950,1250,1315,0,,25,25,205
2024-01-11,WN,N712WN,1122,MDW,LAS,1320,1345,1645,1710,0,,25,25,205
2024-01-11,WN,N712WN,1123,LAS,MDW,1715,1715,2040,2040,0,,0,0,205
2024-01-11,WN,N712WN,1124,MDW,LAS,2110,2110,0035,0035,0,,0,0,205
2024-01-11,WN,N712WN,1125,LAS,MDW,0105,0112,0430,0437,0,,7,7,205
2024-01-11,WN,N713WN,1130,MDW,DAL,0630,0645,0820,0835,0,,15,15,110
2024-01-11,WN,N713WN,1131,DAL,MDW,0850,0850,1040,1040,0,,0,0,110
2024-01-11,WN,N713WN,1132,MDW,BNA,1110,1110,1230,1230,0,,0,0,80
2024-01-11,WN,N713WN,1133,BNA,MDW,1300,1311,1420,1431,0,,11,11,80
2024-01-11,WN,N713WN,1134,MDW,LAS,1450,1452,1815,1817,0,,2,2,205
2024-01-11,WN,N713WN,1135,LAS,MDW,1845,1845,2210,2210,0,,0,0,205
2024-01-11,WN,N714WN,1140,MDW,PHX,0645,0656,1000,1011,0,,11,11,195
2024-01-11,WN,N714WN,1141,PHX,MDW,1030,1030,1345,1345,0,,0,0,195
2024-01-11,WN,N714WN,1142,MDW,DEN,1415,1437,1635,1657,0,,22,22,140
2024-01-11,WN,N714WN,1143,DEN,MDW,1705,1712,1925,1932,0,,7,7,140
2024-01-11,WN,N714WN,1144,MDW,PHX,1955,1955,2310,2310,0,,0,0,195
2024-01-11,WN,N714WN,1145,PHX,MDW,2340,2358,0255,0313,0,,18,18,195
2024-01-11,WN,N715WN,1150,MDW,STL,0615,0645,0720,0750,0,,30,30,65
2024-01-11,WN,N715WN,1151,STL,MDW,0750,0835,0855,0940,0,,45,45,65
2024-01-11,WN,N715WN,1152,MDW,ATL,0925,1008,1110,1153,0,,43,43,105
2024-01-11,WN,N715WN,1153,ATL,MDW,1140,1208,1325,1353,0,,28,28,105
2024-01-11,WN,N715WN,1154,MDW,DAL,1355,1355,1545,1545,0,,0,0,110
2024-01-11,WN,N715WN,1155,DAL,MDW,1615,1615,1805,1805,0,,0,0,110
2024-01-11,WN,N716WN,1160,MDW,MCI,0715,0715,0840,0840,0,,0,0,85
2024-01-11,WN,N716WN,1161,MCI,MDW,0910,0923,1035,1048,0,,13,13,85
2024-01-11,WN,N716WN,1162,MDW,STL,1105,1105,1210,1210,0,,0,0,65
2024-01-11,WN,N716WN,1163,STL,MDW,1240,1304,1345,1409,0,,24,24,65
2024-01-11,WN,N716WN,1164,MDW,BNA,1415,1415,1535,1535,0,,0,0,80
2024-01-11,WN,N716WN,1165,BNA,MDW,1605,1605,1725,1725,0,,0,0,80
2024-01-11,WN,N717WN,1170,MDW,DEN,0600,0603,0820,0823,0,,3,3,140
2024-01-11,WN,N717WN,1171,DEN,MDW,0850,0850,1110,1110,0,,0,0,140
2024-01-11,WN,N717WN,1172,MDW,BNA,1140,1140,1300,1300,0,,0,0,80
2024-01-11,WN,N717WN,1173,BNA,MDW,1330,1330,1450,1450,0,,0,0,80
2024-01-11,WN,N717WN,1174,MDW,BNA,1520,1559,1640,1719,0,,39,39,80
2024-01-11,WN,N717WN,1175,BNA,MDW,1710,1710,1830,1830,0,,0,0,80
2024-01-11,WN,N718WN,1180,MDW,PHX,0530,0556,0845,0911,0,,26,26,195
2024-01-11,WN,N718WN,1181,PHX,MDW,0915,0946,1230,1301,0,,31,31,195
2024-01-11,WN,N718WN,1182,MDW,STL,1300,1326,1405,1431,0,,26,26,65
2024-01-11,WN,N718WN,1183,STL,MDW,1435,1526,1540,1631,0,,51,51,65
2024-01-11,WN,N718WN,1184,MDW,STL,1610,1614,1715,1719,0,,4,4,65
2024-01-11,WN,N718WN,1185,STL,MDW,1745,1746,1850,1851,0,,1,1,65
2024-01-11,WN,N719WN,1190,MDW,DEN,0615,0615,0835,0835,0,,0,0,140
2024-01-11,WN,N719WN,1191,DEN,MDW,0905,0905,1125,1125,0,,0,0,140
2024-01-11,WN,N719WN,1192,MDW,MCI,1155,1217,1320,1342,0,,22,22,85
2024-01-11,WN,N719WN,1193,MCI,MDW,1350,1359,1515,1524,0,,9,9,85
2024-01-11,WN,N719WN,1194,MDW,PHX,1545,1600,1900,1915,0,,15,15,195
2024-01-11,WN,N719WN,1195,PHX,MDW,1930,2005,2245,2320,0,,35,35,195
2024-01-11,WN,N720WN,1200,MDW,STL,0545,0636,0650,0741,0,,51,51,65
2024-01-11,WN,N720WN,1201,STL,MDW,0720,0721,0825,0826,0,,1,1,65
2024-01-11,WN,N720WN,1202,MDW,ATL,0855,0902,1040,1047,0,,7,7,105
2024-01-11,WN,N720WN,1203,ATL,MDW,1110,1134,1255,1319,0,,24,24,105
2024-01-11,WN,N720WN,1204,MDW,BNA,1325,1347,1445,1507,0,,22,22,80
2024-01-11,WN,N720WN,1205,BNA,MDW,1515,1542,1635,1702,0,,27,27,80
2024-01-11,WN,N721WN,1210,MDW,STL,0645,0648,0750,0753,0,,3,3,65
2024-01-11,WN,N721WN,1211,STL,MDW,0820,0820,0925,0925,0,,0,0,65
2024-01-11,WN,N721WN,1212,MDW,LAS,0955,0955,1320,1320,0,,0,0,205
2024-01-11,WN,N721WN,1213,LAS,MDW,1350,1350,1715,1715,0,,0,0,205
2024-01-11,WN,N721WN,1214,MDW,DEN,1745,1745,2005,2005,0,,0,0,140
2024-01-11,WN,N721WN,1215,DEN,MDW,2035,2043,2255,2303,0,,8,8,140
2024-01-12,WN,N700WN,1000,MDW,DEN,0615,0615,0835,0835,0,,0,0,140
2024-01-12,WN,N700WN,1001,DEN,MDW,0905,0905,1125,1125,0,,0,0,140
2024-01-12,WN,N700WN,1002,MDW,MCI,1155,1204,1320,1329,0,,9,9,85
2024-01-12,WN,N700WN,1003,MCI,MDW,1350,1358,1515,1523,0,,8,8,85
2024-01-12,WN,N700WN,1004,MDW,DEN,1545,1601,1805,1821,0,,16,16,140
2024-01-12,WN,N700WN,1005,DEN,MDW,1835,1835,2055,2055,0,,0,0,140
2024-01-12,WN,N701WN,1010,MDW,MCI,0715,0715,0840,0840,0,,0,0,85
2024-01-12,WN,N701WN,1011,MCI,MDW,0910,0910,1035,1035,0,,0,0,85
2024-01-12,WN,N701WN,1012,MDW,PHX,1105,1119,1420,1434,0,,14,14,195
2024-01-12,WN,N701WN,1013,PHX,MDW,1450,1450,1805,1805,0,,0,0,195
2024-01-12,WN,N701WN,1014,MDW,BNA,1835,1852,1955,2012,0,,17,17,80
2024-01-12,WN,N701WN,1015,BNA,MDW,2025,2027,2145,2147,0,,2,2,80
2024-01-12,WN,N702WN,1020,MDW,PHX,0615,0647,0930,1002,0,,32,32,195
2024-01-12,WN,N702WN,1021,PHX,MDW,1000,1000,1315,1315,0,,0,0,195
2024-01-12,WN,N702WN,1022,MDW,PHX,1345,1346,1700,1701,0,,1,1,195
2024-01-12,WN,N702WN,1023,PHX,MDW,1730,1904,2045,2219,0,,94,94,195
2024-01-12,WN,N702WN,1024,MDW,BNA,2115,2218,2235,2338,0,,63,63,80
2024-01-12,WN,N702WN,1025,BNA,MDW,2305,2305,0025,0025,0,,0,0,80
2024-01-12,WN,N703WN,1030,MDW,ATL,0700,0720,0845,0905,0,,20,20,105
2024-01-12,WN,N703WN,1031,ATL,MDW,0915,0915,1100,1100,0,,0,0,105
2024-01-12,WN,N703WN,1032,MDW,PHX,1130,1135,1445,1450,0,,5,5,195
2024-01-12,WN,N703WN,1033,PHX,MDW,1515,1523,1830,1838,0,,8,8,195
2024-01-12,WN,N703WN,1034,MDW,PHX,1900,1900,2215,2215,0,,0,0,195
2024-01-12,WN,N703WN,1035,PHX,MDW,2245,2328,0200,0243,0,,43,43,195
2024-01-12,WN,N704WN,1040,MDW,LAS,0530,0530,0855,0855,0,,0,0,205
2024-01-12,WN,N704WN,1041,LAS,MDW,0925,0925,1250,1250,0,,0,0,205
2024-01-12,WN,N704WN,1042,MDW,MCI,1320,1320,1445,1445,0,,0,0,85
2024-01-12,WN,N704WN,1043,MCI,MDW,1515,1531,1640,1656,0,,16,16,85
2024-01-12,WN,N704WN,1044,MDW,LAS,1710,1714,2035,2039,0,,4,4,205
2024-01-12,WN,N704WN,1045,LAS,MDW,2105,2105,0030,0030,0,,0,0,205
2024-01-12,WN,N705WN,1050,MDW,DAL,0715,0724,0905,0914,0,,9,9,110
2024-01-12,WN,N705WN,1051,DAL,MDW,0935,0940,1125,1130,0,,5,5,110
2024-01-12,WN,N705WN,1052,MDW,LAS,1155,,1520,,1,C,,,205
2024-01-12,WN,N705WN,1053,LAS,MDW,1550,1608,1915,1933,0,,18,18,205
2024-01-12,WN,N705WN,1054,MDW,DEN,1945,1954,2205,2214,0,,9,9,140
2024-01-12,WN,N705WN,1055,DEN,MDW,2235,2239,0055,0059,0,,4,4,140
2024-01-12,WN,N706WN,1060,MDW,DAL,0600,0612,0750,0802,0,,12,12,110
2024-01-12,WN,N706WN,1061,DAL,MDW,0820,0838,1010,1028,0,,18,18,110
2024-01-12,WN,N706WN,1062,MDW,DEN,1040,1110,1300,1330,0,,30,30,140
2024-01-12,WN,N706WN,1063,DEN,MDW,1330,1342,1550,1602,0,,12,12,140
2024-01-12,WN,N706WN,1064,MDW,PHX,1620,1620,1935,1935,0,,0,0,195
2024-01-12,WN,N706WN,1065,PHX,MDW,2005,2010,2320,2325,0,,5,5,195
2024-01-12,WN,N707WN,1070,MDW,LAS,0600,0715,0925,1040,0,,75,75,205
2024-01-12,WN,N707WN,1071,LAS,MDW,0955,1009,1320,1334,0,,14,14,205
2024-01-12,WN,N707WN,1072,MDW,STL,1350,1356,1455,1501,0,,6,6,65
2024-01-12,WN,N707WN,1073,STL,MDW,1525,1525,1630,1630,0,,0,0,65
2024-01-12,WN,N707WN,1074,MDW,LAS,1700,1721,2025,2046,0,,21,21,205
2024-01-12,WN,N707WN,1075,LAS,MDW,2055,2124,0020,0049,0,,29,29,205
2024-01-12,WN,N708WN,1080,MDW,BNA,0645,0645,0805,0805,0,,0,0,80
2024-01-12,WN,N708WN,1081,BNA,MDW,0835,0913,0955,1033,0,,38,38,80
2024-01-12,WN,N708WN,1082,MDW,DEN,1025,1038,1245,1258,0,,13,13,140
2024-01-12,WN,N708WN,1083,DEN,MDW,1315,1322,1535,1542,0,,7,7,140
2024-01-12,WN,N708WN,1084,MDW,ATL,1605,1623,1750,1808,0,,18,18,105
2024-01-12,WN,N708WN,1085,ATL,MDW,1820,1914,2005,2059,0,,54,54,105
2024-01-12,WN,N709WN,1090,MDW,DEN,0615,0624,0835,0844,0,,9,9,140
2024-01-12,WN,N709WN,1091,DEN,MDW,0905,0953,1125,1213,0,,48,48,140
2024-01-12,WN,N709WN,1092,MDW,STL,1155,1155,1300,1300,0,,0,0,65
2024-01-12,WN,N709WN,1093,STL,MDW,1330,1352,1435,1457,0,,22,22,65
2024-01-12,WN,N709WN,1094,MDW,MCI,1505,1521,1630,1646,0,,16,16,85
2024-01-12,WN,N709WN,1095,MCI,MDW,1700,1701,1825,1826,0,,1,1,85
2024-01-12,WN,N710WN,1100,MDW,ATL,0630,0640,0815,0825,0,,10,10,105
2024-01-12,WN,N710WN,1101,ATL,MDW,0845,0850,1030,1035,0,,5,5,105
